date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:11:37	121539/121539	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:31%20GMT	https://theme.dsngrid.com/blackdsn/dark/architecture.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/architecture.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:37	133280/133280	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:46%20GMT	https://theme.dsngrid.com/blackdsn/dark/photographer.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/photographer.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:38	100523/100523	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:51%20GMT	https://theme.dsngrid.com/blackdsn/dark/resume.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/resume.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:38	69802/69802	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:42%20GMT	https://theme.dsngrid.com/blackdsn/dark/metro-portfolio-1.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/metro-portfolio-1.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:38	69064/69064	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:43%20GMT	https://theme.dsngrid.com/blackdsn/dark/metro-portfolio-2.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/metro-portfolio-2.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:38	65883/65883	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:32%20GMT	https://theme.dsngrid.com/blackdsn/dark/carousel-portfolio-1.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/carousel-portfolio-1.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:39	62234/62234	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:32%20GMT	https://theme.dsngrid.com/blackdsn/dark/carousel-portfolio-2.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/carousel-portfolio-2.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:39	62186/62186	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:33%20GMT	https://theme.dsngrid.com/blackdsn/dark/carousel-portfolio-3.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/carousel-portfolio-3.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:39	55845/55845	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:35%20GMT	https://theme.dsngrid.com/blackdsn/dark/fullscreen-distortion-horizontal.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/fullscreen-distortion-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:40	55843/55843	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:36%20GMT	https://theme.dsngrid.com/blackdsn/dark/fullscreen-distortion-vertical.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/fullscreen-distortion-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:40	62710/62710	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:37%20GMT	https://theme.dsngrid.com/blackdsn/dark/fullscreen-parallax-horizontal.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/fullscreen-parallax-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:40	62547/62547	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:38%20GMT	https://theme.dsngrid.com/blackdsn/dark/fullscreen-parallax-vertical.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/fullscreen-parallax-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:41	63608/63608	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:43%20GMT	https://theme.dsngrid.com/blackdsn/dark/padding-distortion-horizontal.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/padding-distortion-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:41	63443/63443	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:44%20GMT	https://theme.dsngrid.com/blackdsn/dark/padding-distortion-vertical.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/padding-distortion-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:41	62732/62732	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:44%20GMT	https://theme.dsngrid.com/blackdsn/dark/padding-parallax-horizontal.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/padding-parallax-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:41	62566/62566	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:45%20GMT	https://theme.dsngrid.com/blackdsn/dark/padding-parallax-vertical.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/padding-parallax-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:42	63629/63629	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:38%20GMT	https://theme.dsngrid.com/blackdsn/dark/half-distortion-horizontal.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/half-distortion-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:42	63463/63463	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:39%20GMT	https://theme.dsngrid.com/blackdsn/dark/half-distortion-vertical.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/half-distortion-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:42	62748/62748	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:40%20GMT	https://theme.dsngrid.com/blackdsn/dark/half-parallax-horizontal.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/half-parallax-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:43	62583/62583	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:40%20GMT	https://theme.dsngrid.com/blackdsn/dark/half-parallax-vertical.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/half-parallax-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:43	75065/75065	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:54%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-card-1.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/work-card-1.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:43	68731/68731	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:55%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-card-2.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/work-card-2.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:44	68685/68685	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:55%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-classic-1.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/work-classic-1.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:45	68628/68628	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:56%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-classic-2.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/work-classic-2.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:45	74407/74407	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:56%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-list-1.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/work-list-1.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:46	75093/75093	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:57%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-list-2.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/work-list-2.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:46	55413/55413	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:47%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-1.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/project-1.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:47	59249/59249	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:48%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-2.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/project-2.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:47	55557/55557	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:49%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-3.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/project-3.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:48	57410/57410	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:49%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-4.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/project-4.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:48	53988/53988	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:50%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-5.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/project-5.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:48	57010/57010	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:50%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-6.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/project-6.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:49	61082/61082	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:54%20GMT	https://theme.dsngrid.com/blackdsn/dark/stories.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/stories.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:50	70678/70678	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:52%20GMT	https://theme.dsngrid.com/blackdsn/dark/single-post.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/single-post.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:51	94665/94665	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:52%20GMT	https://theme.dsngrid.com/blackdsn/dark/service.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/service.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:52	110187/110187	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:30%20GMT	https://theme.dsngrid.com/blackdsn/dark/about-us.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/about-us.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:52	61612/61612	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:34%20GMT	https://theme.dsngrid.com/blackdsn/dark/contact.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/contact.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:52	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2004:11:52%20GMT	https://theme.dsngrid.com/blackdsn/dark/about.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/about.html	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:54	37466/37466	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:59%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project6/1.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project6/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:55	82020/82020	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:28%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/head-personal.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/head-personal.jpg	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:11:55	89424/89424	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:31%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/p-1.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/p-1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:01	125676/125676	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:35%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/1.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:01	235179/235179	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:45%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/1.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:02	144357/144357	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:26%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/1.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:03	24874/24874	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:12%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/about-4.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/about-4.jpg	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:04	109669/109669	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:22%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project1/1.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project1/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:04	382645/382645	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:54%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project5/1.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project5/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:06	100658/100658	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:38%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/team/1.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/team/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:06	63981/63981	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:40%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/team/2.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/team/2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:06	1745/1745	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:41%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/team/4.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/team/4.jpg	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:07	68426/68426	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:41%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/team/3.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/team/3.jpg	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:09	116504/116504	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:16%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/blog/1.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/blog/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:09	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2004:12:09%20GMT	https://theme.dsngrid.com/blackdsn/dark/home.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/home.3f.delayed	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:10	86709/86709	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2018%20May%202023%2017:07:49%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/js/jquery-3.1.1.min.js	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/js/jquery-3.1.1.min.js	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:11	190049/190049	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:17%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/blog/2.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/blog/2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:11	47189/47189	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2031%20May%202023%2015:47:33%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/js/plugins/dsn-grid.min.js	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/js/plugins/dsn-grid.min.js	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:12	51194/51194	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2018%20May%202023%2017:07:47%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/js/custom.js	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/js/custom.js	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:12	34302/34302	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:08:13%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fontawesome-all.min.css	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fontawesome-all.min.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
11:12:13	13686/13686	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:08:14%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/swiper.min.css	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/css/plugins/swiper.min.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
11:12:13	12686/12686	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:08:13%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/jquery.animatedheadline.css	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/css/plugins/jquery.animatedheadline.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
11:12:13	15512/15512	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:08:12%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fancybox.css	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fancybox.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
11:12:13	147658/147658	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:18%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/blog/3.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/blog/3.jpg	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:13	498/498	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:08:12%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fjGallery.css	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fjGallery.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
11:12:14	43662/43662	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:06:59%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/global.css	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/css/global.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
11:12:14	8312/8312	---M--	200	added ('OK')	image/png	date:Thu,%2018%20May%202023%2017:07:19%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/bg-1.png	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/bg-1.png	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/style.css)
11:12:15	1070723/1070723	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2018%20May%202023%2017:07:53%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/js/plugins.min.js	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/js/plugins.min.js	(from https://theme.dsngrid.com/blackdsn/dark/personal.html)
11:12:15	42549/42549	---M--	200	added ('OK')	image/png	date:Thu,%2018%20May%202023%2017:07:22%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/bg-dot.png	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/bg-dot.png	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/style.css)
11:12:16	3202/3202	---M--	200	added ('OK')	image/png	date:Thu,%2018%20May%202023%2017:07:25%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/button-pattern.png	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/button-pattern.png	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/style.css)
11:12:16	36613/36613	---M--	200	added ('OK')	image/png	date:Thu,%2018%20May%202023%2017:07:20%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/bg-dot-light.png	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/bg-dot-light.png	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/style.css)
11:12:16	5270/5270	---M--	200	added ('OK')	image/png	date:Thu,%2018%20May%202023%2017:07:33%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/patterns.png	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/patterns.png	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/style.css)
